ID,Hours Worked,Deliveries Completed,Weekly Salary,Route Complexity,Weather Condition,Vehicle Type,Traffic Level,Day of the Week,CUSTOMER_SATISFACTION,AVERAGE_SPEED,Miles Driven,FUEL_CONSUMPTION
8382,51,24,2707,Highway,Sunny,Truck,Low,Weekday,82,65.74,3352.66,526.38
8383,45,17,2302,Urban,Sunny,Truck,Medium,Weekend,97,30.98,1393.93,259.22
8384,57,22,2616,Urban,Rainy,Truck,Medium,Weekday,74,25.23,1438.22,286.83
8385,45,17,2413,Urban,Rainy,Truck,Low,Weekday,92,26.66,1199.89,225.99
8386,32,5,1672,Urban,Rainy,Truck,Low,Weekend,68,27.76,888.34,150.46
8387,57,24,2621,Suburban,Snowy,Truck,Low,Weekday,86,36.49,2079.9,332.09
8388,42,9,1857,Highway,Snowy,Truck,High,Weekday,65,36.69,1540.97,250.14
8389,43,20,2429,Suburban,Sunny,Truck,High,Weekday,78,36.13,1553.66,281.53
8390,37,19,2353,Highway,Snowy,Truck,Medium,Weekday,92,45.49,1682.95,257.82
8391,41,11,2069,Urban,Sunny,Truck,High,Weekday,63,23.74,973.51,164.25
8392,52,10,2006,Urban,Rainy,Truck,High,Weekday,68,20.46,1063.78,186.08
8393,52,26,2801,Suburban,Sunny,Truck,Medium,Weekday,79,45.18,2349.29,408.45
8394,51,12,2042,Urban,Sunny,Truck,Medium,Weekday,88,31.09,1585.82,324.41
8395,50,13,2154,Highway,Sunny,Truck,Medium,Weekday,95,58.31,2915.6,449.74
8396,55,12,2090,Urban,Sunny,Truck,Medium,Weekend,89,29.24,1608.19,319.51
8397,37,12,1937,Highway,Rainy,Truck,High,Weekday,84,39.62,1465.96,237.29
8398,50,25,2790,Urban,Snowy,Truck,Medium,Weekday,88,22.68,1133.91,225.19
8399,54,17,2415,Urban,Sunny,Truck,Medium,Weekday,97,30.59,1651.62,292.99
8400,38,6,1774,Urban,Sunny,Truck,Low,Weekend,75,30.68,1165.7,237.96
8401,30,8,1891,Suburban,Sunny,Truck,High,Weekday,86,36.64,1099.11,180.84
8402,35,17,2316,Suburban,Sunny,Truck,Medium,Weekday,91,45.58,1595.17,253.08
8403,52,15,2204,Urban,Sunny,Truck,Low,Weekday,85,30.94,1608.69,319.89
8404,48,13,2145,Highway,Sunny,Truck,Low,Weekday,82,61.3,2942.3,413.32
8405,52,24,2759,Suburban,Sunny,Truck,Medium,Weekend,88,46.72,2429.34,442.2
8406,40,23,2614,Urban,Snowy,Truck,Medium,Weekday,59,22.66,906.27,161.91
8407,40,18,2361,Urban,Rainy,Truck,Medium,Weekend,67,26.02,1040.8,206.27
8408,52,27,2879,Urban,Sunny,Truck,Low,Weekday,79,32.84,1707.67,298.0
8409,59,12,2156,Urban,Snowy,Truck,High,Weekday,79,17.47,1030.71,188.19
8410,42,11,2069,Suburban,Sunny,Truck,Low,Weekday,87,46.54,1954.84,320.1
8411,40,13,2135,Suburban,Rainy,Truck,Low,Weekday,67,39.9,1595.97,274.45
8412,47,15,2211,Suburban,Rainy,Truck,Medium,Weekday,84,37.23,1749.73,304.84
8413,52,30,3073,Suburban,Sunny,Truck,Medium,Weekday,93,46.53,2419.66,406.26
8414,44,17,2349,Suburban,Sunny,Truck,Medium,Weekend,93,43.13,1897.51,300.75
8415,30,14,2258,Highway,Snowy,Truck,Medium,Weekday,85,43.83,1314.79,213.37
8416,50,13,2212,Suburban,Sunny,Truck,Medium,Weekday,85,43.61,2180.48,341.79
8417,54,30,3025,Highway,Sunny,Truck,Low,Weekday,87,65.86,3556.24,541.01
8418,36,19,2522,Suburban,Snowy,Truck,Low,Weekday,86,35.89,1292.0,217.41
8419,52,10,1913,Highway,Sunny,Truck,Medium,Weekend,98,61.3,3187.46,534.64
8420,56,24,2772,Urban,Sunny,Truck,High,Weekend,65,23.06,1291.37,258.58
8421,42,12,2198,Highway,Snowy,Truck,Medium,Weekday,61,43.62,1832.17,281.43
8422,41,9,2046,Urban,Snowy,Truck,Medium,Weekday,80,23.2,951.09,160.66
8423,47,21,2571,Urban,Snowy,Truck,Medium,Weekday,70,22.65,1064.66,207.53
8424,53,19,2480,Highway,Sunny,Truck,High,Weekday,74,45.82,2428.28,407.87
8425,48,8,1934,Suburban,Sunny,Truck,Medium,Weekend,96,45.3,2174.18,367.07
8426,44,14,2107,Suburban,Rainy,Truck,Medium,Weekday,78,38.16,1678.86,309.8
8427,37,22,2553,Suburban,Rainy,Truck,Medium,Weekday,71,36.93,1366.24,235.42
8428,48,22,2634,Suburban,Sunny,Truck,Medium,Weekday,94,45.42,2180.08,374.27
8429,39,15,2188,Suburban,Rainy,Truck,High,Weekend,67,29.6,1154.47,213.68
8430,36,10,2002,Suburban,Snowy,Truck,Medium,Weekday,63,34.8,1252.84,197.75
8431,47,8,1845,Urban,Rainy,Truck,Medium,Weekend,91,25.8,1212.7,207.45
8432,45,13,2149,Urban,Sunny,Truck,Low,Weekday,85,32.67,1470.13,247.55
8433,49,11,1917,Suburban,Sunny,Truck,Medium,Weekend,81,44.66,2188.39,364.09
8434,56,12,2034,Urban,Sunny,Truck,High,Weekday,71,24.03,1345.6,259.21
8435,35,7,1819,Highway,Sunny,Truck,High,Weekday,72,49.25,1723.78,250.29
8436,56,19,2515,Suburban,Sunny,Truck,High,Weekday,67,36.17,2025.33,322.31
8437,38,12,2029,Highway,Rainy,Truck,Medium,Weekday,65,51.37,1951.95,303.07
8438,50,20,2524,Urban,Rainy,Truck,High,Weekday,81,20.51,1025.44,187.44
8439,42,8,1789,Highway,Rainy,Truck,High,Weekday,67,40.76,1712.11,243.73
8440,54,16,2278,Suburban,Sunny,Truck,High,Weekday,88,37.1,2003.43,356.04
8441,50,8,1884,Suburban,Sunny,Truck,High,Weekday,82,35.95,1797.34,331.33
8442,55,21,2471,Highway,Sunny,Truck,Medium,Weekday,78,62.4,3432.26,515.94
8443,37,6,1759,Highway,Rainy,Truck,Medium,Weekend,67,52.57,1945.24,285.35
8444,45,26,2849,Highway,Sunny,Truck,Medium,Weekday,92,61.15,2751.96,410.8
8445,42,16,2319,Urban,Sunny,Truck,High,Weekday,83,24.96,1048.18,190.44
8446,42,12,2005,Urban,Sunny,Truck,Medium,Weekend,85,30.11,1264.67,239.32
8447,46,10,2070,Urban,Sunny,Truck,Low,Weekday,80,32.51,1495.63,268.82
8448,52,17,2286,Highway,Rainy,Truck,Low,Weekend,60,52.17,2712.71,452.38
8449,49,24,2659,Urban,Sunny,Truck,Low,Weekday,86,30.15,1477.59,294.15
8450,34,9,1968,Urban,Rainy,Truck,Medium,Weekday,72,25.97,883.04,165.35
8451,51,16,2273,Urban,Sunny,Truck,Low,Weekend,74,30.88,1574.63,267.87
8452,50,26,2898,Highway,Sunny,Truck,Medium,Weekday,83,60.81,3040.38,447.73
8453,57,22,2695,Urban,Sunny,Truck,High,Weekday,67,22.99,1310.19,249.86
8454,46,18,2462,Urban,Rainy,Truck,High,Weekday,89,21.33,981.16,183.24
8455,57,24,2740,Urban,Sunny,Truck,Medium,Weekend,97,30.05,1712.58,296.64
8456,38,16,2281,Urban,Snowy,Truck,Medium,Weekend,84,21.4,813.06,149.3
8457,31,8,1854,Urban,Rainy,Truck,High,Weekday,62,20.35,630.89,128.45
8458,54,18,2369,Urban,Rainy,Truck,High,Weekday,68,20.99,1133.52,213.46
8459,55,28,2805,Suburban,Sunny,Truck,Medium,Weekday,84,46.64,2565.39,437.36
8460,47,22,2572,Highway,Snowy,Truck,Medium,Weekday,91,44.83,2106.81,295.57
8461,38,22,2655,Highway,Sunny,Truck,Medium,Weekday,99,57.76,2194.71,346.0
8462,35,5,1643,Highway,Sunny,Truck,Medium,Weekend,76,62.44,2185.3,362.68
8463,40,10,1872,Urban,Sunny,Truck,High,Weekday,80,25.15,1006.19,191.9
8464,54,16,2238,Highway,Sunny,Truck,Medium,Weekday,93,57.38,3098.47,516.59
8465,58,17,2299,Highway,Sunny,Truck,Medium,Weekday,78,57.47,3333.17,473.55
8466,35,10,1977,Urban,Snowy,Truck,Medium,Weekday,56,22.65,792.67,144.19
8467,35,16,2325,Urban,Rainy,Truck,Low,Weekday,60,26.87,940.3,175.2
8468,42,9,2014,Suburban,Sunny,Truck,Medium,Weekday,77,45.4,1906.76,326.96
8469,40,15,2212,Urban,Sunny,Truck,Medium,Weekend,76,29.45,1178.05,221.81
8470,43,16,2238,Urban,Rainy,Truck,Medium,Weekend,79,24.35,1047.2,183.37
8471,31,9,2049,Suburban,Sunny,Truck,Low,Weekday,72,47.63,1476.52,262.91
8472,37,8,1767,Urban,Sunny,Truck,High,Weekday,63,23.16,857.05,173.59
8473,32,11,1935,Suburban,Sunny,Truck,Medium,Weekend,89,44.29,1417.14,233.31
8474,52,26,2897,Suburban,Sunny,Truck,Medium,Weekday,95,45.37,2359.29,366.88
8475,50,27,2772,Suburban,Sunny,Truck,Low,Weekday,85,45.87,2293.63,377.57
8476,32,17,2402,Urban,Snowy,Truck,Medium,Weekday,84,22.6,723.06,126.41
8477,30,17,2423,Urban,Snowy,Truck,Medium,Weekday,57,22.98,689.49,118.38
8478,53,22,2650,Suburban,Sunny,Truck,Medium,Weekday,70,43.05,2281.44,415.39
8479,48,21,2483,Urban,Sunny,Truck,High,Weekday,64,24.29,1165.76,212.1
8480,47,24,2672,Suburban,Rainy,Truck,Medium,Weekday,60,38.29,1799.45,281.19
8481,46,20,2485,Urban,Rainy,Truck,High,Weekday,66,19.58,900.62,162.13
8482,49,10,1976,Suburban,Sunny,Truck,Medium,Weekday,73,45.93,2250.5,368.34
8483,58,34,3131,Highway,Sunny,Truck,Medium,Weekday,99,58.87,3414.19,489.12
8484,53,16,2260,Highway,Sunny,Truck,Medium,Weekend,78,58.09,3078.97,447.94
8485,42,16,2365,Urban,Snowy,Truck,High,Weekday,76,17.61,739.55,136.91
8486,32,6,1771,Urban,Rainy,Truck,Medium,Weekend,90,25.62,819.77,167.04
8487,59,16,2262,Highway,Sunny,Truck,High,Weekday,85,48.38,2854.67,422.94
8488,30,7,1837,Urban,Snowy,Truck,Low,Weekend,73,22.84,685.34,134.64
8489,33,8,1800,Highway,Snowy,Truck,High,Weekday,75,37.57,1239.87,197.58
8490,54,10,1995,Urban,Sunny,Truck,Medium,Weekend,94,29.49,1592.29,284.65
8491,42,16,2220,Urban,Rainy,Truck,High,Weekday,82,19.93,836.95,156.46
8492,46,9,2013,Highway,Rainy,Truck,Medium,Weekday,79,49.4,2272.51,330.01
8493,57,18,2330,Urban,Rainy,Truck,Low,Weekday,65,25.76,1468.26,277.87
8494,59,12,1982,Highway,Rainy,Truck,Low,Weekend,69,56.13,3311.76,467.21
8495,40,17,2312,Urban,Sunny,Truck,Low,Weekday,92,32.05,1282.02,240.92
8496,31,9,1850,Highway,Snowy,Truck,Medium,Weekday,65,46.29,1435.04,217.7
8497,54,12,2141,Suburban,Sunny,Truck,High,Weekday,72,35.65,1924.85,346.72
8498,45,17,2434,Highway,Sunny,Truck,Low,Weekday,89,62.46,2810.79,425.57
8499,31,14,2108,Urban,Sunny,Truck,Medium,Weekday,93,31.46,975.28,190.52
8500,58,11,1997,Urban,Sunny,Truck,Medium,Weekend,92,29.1,1687.92,296.96
8501,48,12,2091,Highway,Sunny,Truck,Medium,Weekday,88,58.96,2830.16,411.21
8502,52,15,2239,Highway,Sunny,Truck,Medium,Weekday,83,58.17,3024.89,507.45
8503,48,22,2623,Urban,Rainy,Truck,Medium,Weekend,73,24.95,1197.39,222.01
8504,54,15,2164,Highway,Rainy,Truck,High,Weekday,70,41.47,2239.24,373.21
8505,45,19,2524,Urban,Rainy,Truck,Low,Weekday,85,26.26,1181.85,215.87
8506,51,12,1936,Urban,Rainy,Truck,High,Weekday,68,21.17,1079.47,185.04
8507,48,15,2231,Highway,Sunny,Truck,Medium,Weekend,87,57.29,2750.01,388.16
8508,38,8,1853,Urban,Sunny,Truck,Medium,Weekday,78,29.56,1123.44,219.28
8509,30,4,1562,Suburban,Sunny,Truck,High,Weekend,70,37.3,1118.96,200.96
8510,39,15,2333,Suburban,Sunny,Truck,Medium,Weekday,73,45.55,1776.3,279.76
8511,48,13,2167,Highway,Snowy,Truck,High,Weekday,82,36.98,1774.82,266.45
8512,30,7,1846,Highway,Rainy,Truck,Medium,Weekday,83,50.1,1503.02,231.25
8513,31,14,2111,Urban,Sunny,Truck,Medium,Weekday,91,29.61,917.85,160.03
8514,45,20,2596,Highway,Sunny,Truck,High,Weekday,57,49.86,2243.86,357.68
8515,41,14,2294,Highway,Sunny,Truck,Medium,Weekday,80,61.5,2521.4,404.3
8516,37,12,2079,Highway,Sunny,Truck,High,Weekend,59,47.44,1755.44,260.15
8517,52,30,3053,Highway,Sunny,Truck,Medium,Weekday,70,58.29,3031.19,481.16
8518,47,20,2454,Urban,Rainy,Truck,High,Weekday,72,19.6,921.05,173.1
8519,31,11,2089,Urban,Snowy,Truck,Medium,Weekday,85,23.31,722.74,135.06
8520,54,26,2789,Highway,Snowy,Truck,Medium,Weekday,75,45.89,2478.03,399.0
8521,58,14,2243,Urban,Sunny,Truck,Low,Weekday,72,31.84,1846.61,374.82
8522,42,17,2430,Urban,Sunny,Truck,Low,Weekday,96,32.37,1359.59,239.03
8523,35,8,1773,Urban,Snowy,Truck,Medium,Weekend,71,23.43,820.18,143.73
8524,50,10,2003,Suburban,Rainy,Truck,Medium,Weekend,89,39.25,1962.53,320.78
8525,55,16,2318,Suburban,Sunny,Truck,High,Weekend,61,35.71,1964.29,352.13
8526,35,6,1701,Urban,Rainy,Truck,High,Weekday,66,19.74,690.9,128.56
8527,38,14,2075,Suburban,Sunny,Truck,Medium,Weekend,87,45.96,1746.56,311.14
8528,45,17,2264,Highway,Sunny,Truck,Medium,Weekday,97,58.48,2631.61,370.48
8529,40,16,2304,Urban,Snowy,Truck,Medium,Weekday,74,23.14,925.44,164.87
8530,36,9,2013,Urban,Sunny,Truck,Medium,Weekday,89,29.52,1062.58,217.12
8531,39,7,1728,Urban,Rainy,Truck,High,Weekend,86,19.7,768.29,158.03
8532,39,12,2045,Highway,Sunny,Truck,High,Weekday,92,46.82,1826.07,252.27
8533,59,35,3292,Highway,Sunny,Truck,Low,Weekday,99,61.53,3630.26,605.79
8534,54,12,2061,Urban,Sunny,Truck,Medium,Weekday,99,29.64,1600.37,276.16
8535,49,15,2295,Urban,Sunny,Truck,Medium,Weekday,94,29.27,1434.32,243.42
8536,47,20,2425,Suburban,Sunny,Truck,High,Weekday,83,35.01,1645.56,285.21
8537,57,13,2154,Highway,Sunny,Truck,Medium,Weekday,71,59.35,3382.98,508.49
8538,53,23,2662,Suburban,Sunny,Truck,Medium,Weekend,74,46.66,2472.79,400.33
8539,49,20,2460,Highway,Snowy,Truck,Medium,Weekday,73,43.07,2110.29,318.44
8540,58,21,2570,Suburban,Rainy,Truck,Low,Weekday,70,39.34,2281.96,403.44
8541,38,12,2042,Suburban,Sunny,Truck,Medium,Weekday,79,45.28,1720.65,282.19
8542,44,11,2043,Highway,Rainy,Truck,Medium,Weekend,86,52.91,2328.03,370.62
8543,33,8,1798,Highway,Sunny,Truck,High,Weekday,76,46.96,1549.81,251.68
8544,37,20,2593,Highway,Rainy,Truck,Medium,Weekday,68,50.23,1858.46,281.27
8545,38,14,2118,Suburban,Sunny,Truck,High,Weekday,83,37.07,1408.76,240.96
8546,42,19,2516,Urban,Sunny,Truck,Low,Weekday,87,31.1,1306.13,267.12
8547,38,15,2233,Urban,Rainy,Truck,High,Weekday,74,21.12,802.45,136.34
8548,55,12,2145,Highway,Sunny,Truck,High,Weekend,65,47.79,2628.19,438.6
8549,33,14,2211,Suburban,Sunny,Truck,Medium,Weekday,94,45.31,1495.26,230.62
8550,46,13,2152,Highway,Sunny,Truck,Medium,Weekend,85,60.37,2776.8,448.56
8551,45,18,2376,Highway,Sunny,Truck,Medium,Weekend,82,57.72,2597.21,423.88
8552,44,14,2115,Urban,Rainy,Truck,Medium,Weekday,77,25.13,1105.72,224.07
8553,32,11,1940,Urban,Snowy,Truck,High,Weekday,65,17.53,561.12,105.48
8554,54,23,2655,Highway,Rainy,Truck,High,Weekend,85,41.55,2243.52,334.12
8555,49,17,2274,Urban,Rainy,Truck,Medium,Weekday,64,26.61,1303.68,223.39
8556,34,5,1593,Highway,Rainy,Truck,High,Weekday,59,39.63,1347.31,193.17
8557,52,16,2347,Urban,Sunny,Truck,Medium,Weekend,94,28.77,1496.24,297.32
8558,34,11,2072,Urban,Sunny,Truck,Low,Weekday,76,31.52,1071.71,212.59
8559,49,22,2661,Highway,Sunny,Truck,Low,Weekday,99,62.31,3053.3,513.09
8560,44,20,2462,Urban,Sunny,Truck,Medium,Weekend,74,28.61,1258.71,224.66
8561,47,18,2443,Suburban,Rainy,Truck,Medium,Weekday,83,39.86,1873.55,345.61
8562,44,13,2202,Highway,Sunny,Truck,High,Weekday,78,50.11,2204.96,360.12
8563,31,14,2286,Urban,Sunny,Truck,Low,Weekday,76,32.6,1010.72,182.27
8564,58,14,2242,Urban,Sunny,Truck,Medium,Weekday,79,29.34,1701.81,338.85
8565,42,9,1872,Highway,Sunny,Truck,Medium,Weekend,91,57.73,2424.85,394.78
8566,33,18,2401,Urban,Rainy,Truck,Medium,Weekday,85,25.74,849.28,166.11
8567,39,14,2196,Highway,Snowy,Truck,Low,Weekend,70,46.22,1802.49,279.52
8568,42,6,1640,Highway,Sunny,Truck,Medium,Weekend,79,58.21,2444.83,410.87
8569,39,10,2040,Suburban,Rainy,Truck,Medium,Weekday,82,38.79,1512.83,240.31
8570,58,27,2942,Highway,Sunny,Truck,Medium,Weekday,75,61.5,3567.13,512.41
8571,38,19,2385,Urban,Sunny,Truck,Medium,Weekday,88,30.08,1143.11,217.48
8572,37,19,2398,Suburban,Sunny,Truck,Medium,Weekday,97,44.19,1635.03,257.17
8573,32,8,1782,Highway,Sunny,Truck,Low,Weekend,94,63.08,2018.52,319.59
8574,45,25,2697,Urban,Sunny,Truck,Medium,Weekday,87,30.3,1363.46,230.14
8575,43,14,2156,Suburban,Sunny,Truck,Medium,Weekend,90,42.98,1848.29,314.48
8576,38,14,2160,Urban,Sunny,Truck,Medium,Weekend,84,29.83,1133.59,203.07
8577,59,20,2538,Highway,Sunny,Truck,High,Weekday,81,48.47,2859.85,449.26
8578,50,9,1804,Urban,Rainy,Truck,Medium,Weekend,68,24.56,1227.76,229.62
8579,40,18,2355,Highway,Rainy,Truck,Medium,Weekend,84,50.74,2029.56,298.84
8580,32,5,1586,Highway,Rainy,Truck,High,Weekday,59,40.17,1285.59,200.91
8581,34,10,1929,Suburban,Sunny,Truck,Medium,Weekday,99,46.66,1586.29,256.35
8582,58,30,3009,Highway,Rainy,Truck,Medium,Weekday,81,50.95,2954.86,481.82
8583,39,13,2031,Highway,Sunny,Truck,High,Weekday,86,47.65,1858.2,282.46
8584,42,17,2412,Urban,Sunny,Truck,High,Weekday,71,23.39,982.18,190.54
8585,33,10,1903,Suburban,Rainy,Truck,High,Weekday,82,32.0,1056.0,162.36
8586,53,18,2431,Highway,Rainy,Truck,Medium,Weekday,57,53.35,2827.65,402.31
8587,42,23,2633,Highway,Snowy,Truck,Medium,Weekday,84,44.4,1864.82,283.26
8588,41,6,1788,Urban,Snowy,Truck,High,Weekday,64,18.77,769.66,143.86
8589,34,18,2419,Urban,Rainy,Truck,Low,Weekday,85,27.09,921.15,159.9
8590,39,8,1801,Urban,Snowy,Truck,High,Weekday,60,18.51,721.73,128.75
8591,57,24,2698,Suburban,Rainy,Truck,Medium,Weekend,88,36.68,2090.83,336.15
8592,53,13,2123,Highway,Sunny,Truck,Low,Weekday,84,59.98,3179.17,477.09
8593,38,16,2342,Highway,Sunny,Truck,Low,Weekday,76,63.09,2397.37,338.69
8594,49,27,2849,Highway,Rainy,Truck,Medium,Weekday,79,48.84,2393.02,386.59
8595,36,11,2005,Urban,Sunny,Truck,Low,Weekend,97,32.73,1178.42,203.5
8596,31,15,2299,Urban,Sunny,Truck,Medium,Weekday,81,30.96,959.77,177.0
8597,51,26,2714,Suburban,Sunny,Truck,Medium,Weekday,72,45.97,2344.3,381.46
8598,53,26,2721,Suburban,Sunny,Truck,Low,Weekday,79,45.04,2386.9,364.14
8599,57,32,3177,Highway,Sunny,Truck,Medium,Weekday,73,59.75,3405.75,523.93
8600,52,19,2397,Suburban,Rainy,Truck,Medium,Weekday,68,36.64,1905.08,307.19
8601,36,9,1966,Highway,Rainy,Truck,Medium,Weekday,69,53.19,1914.7,288.83
8602,37,6,1684,Urban,Sunny,Truck,High,Weekday,74,24.27,898.0,153.08
8603,36,10,2019,Suburban,Sunny,Truck,Medium,Weekday,89,43.45,1564.36,261.37
8604,50,9,1960,Urban,Sunny,Truck,High,Weekend,77,24.15,1207.27,235.03
8605,52,22,2516,Suburban,Snowy,Truck,Medium,Weekday,79,32.46,1688.05,282.32
8606,58,15,2255,Urban,Sunny,Truck,Low,Weekday,83,30.38,1762.27,301.24
8607,43,7,1738,Suburban,Sunny,Truck,High,Weekday,81,34.49,1483.13,247.15
8608,55,11,2053,Suburban,Sunny,Truck,Medium,Weekday,97,46.67,2567.0,460.42
8609,48,25,2740,Urban,Sunny,Truck,Medium,Weekday,81,30.14,1446.58,265.67
8610,34,14,2278,Suburban,Sunny,Truck,Medium,Weekday,87,44.23,1503.67,256.37
8611,52,13,2172,Suburban,Sunny,Truck,Medium,Weekend,94,42.75,2223.16,359.75
8612,54,24,2653,Urban,Sunny,Truck,High,Weekday,68,23.93,1292.37,252.38
8613,47,8,1762,Urban,Sunny,Truck,High,Weekend,74,24.03,1129.44,216.86
8614,49,23,2688,Suburban,Snowy,Truck,High,Weekday,63,26.56,1301.38,216.18
8615,41,14,2096,Suburban,Sunny,Truck,Medium,Weekend,81,44.93,1842.11,332.39
8616,52,11,1965,Highway,Sunny,Truck,High,Weekday,69,46.08,2396.34,385.4
8617,46,16,2223,Urban,Sunny,Truck,Medium,Weekend,99,31.27,1438.24,251.2
8618,42,16,2234,Suburban,Sunny,Truck,Low,Weekend,77,46.11,1936.54,296.69
8619,31,8,1819,Highway,Sunny,Truck,Low,Weekend,78,65.83,2040.59,282.64
8620,54,29,2947,Suburban,Rainy,Truck,Medium,Weekday,86,38.22,2064.03,316.34
8621,42,8,1869,Urban,Rainy,Truck,High,Weekday,82,21.13,887.36,150.98
8622,55,17,2325,Highway,Rainy,Truck,Low,Weekday,83,53.96,2967.99,422.56
8623,36,6,1776,Highway,Snowy,Truck,Medium,Weekend,63,46.55,1675.8,242.48
8624,57,12,2055,Suburban,Snowy,Truck,High,Weekday,67,25.68,1463.61,257.76
8625,39,8,1829,Urban,Sunny,Truck,High,Weekday,81,23.25,906.65,169.88
8626,52,29,2983,Urban,Snowy,Truck,Medium,Weekday,92,22.17,1152.91,217.95
8627,35,8,1977,Urban,Sunny,Truck,Low,Weekday,81,30.86,1080.02,191.2
8628,32,11,2058,Urban,Sunny,Truck,Low,Weekday,70,32.91,1053.03,195.97
8629,55,17,2305,Highway,Rainy,Truck,Low,Weekend,82,52.99,2914.23,454.25
8630,32,13,2034,Urban,Sunny,Truck,Medium,Weekend,88,31.42,1005.32,175.17
8631,47,28,2968,Urban,Sunny,Truck,Medium,Weekday,86,30.45,1431.29,252.44
8632,40,20,2558,Highway,Sunny,Truck,Low,Weekday,72,65.11,2604.56,405.26
8633,51,24,2610,Urban,Rainy,Truck,Low,Weekend,64,26.49,1351.03,254.29
8634,49,25,2793,Urban,Sunny,Truck,Low,Weekday,96,30.52,1495.66,256.78
8635,34,19,2478,Highway,Sunny,Truck,Medium,Weekday,83,57.3,1948.29,282.07
8636,48,18,2412,Suburban,Sunny,Truck,High,Weekend,70,36.56,1755.03,281.8
8637,51,8,1796,Urban,Sunny,Truck,High,Weekend,93,25.13,1281.75,227.72
8638,56,20,2592,Highway,Sunny,Truck,Medium,Weekday,74,57.71,3231.73,531.97
8639,57,26,2751,Urban,Sunny,Truck,Medium,Weekday,96,30.82,1756.47,321.19
8640,48,16,2246,Urban,Snowy,Truck,Medium,Weekday,68,22.2,1065.38,205.9
8641,59,14,2158,Highway,Sunny,Truck,High,Weekday,77,50.37,2971.75,491.04
8642,44,18,2349,Highway,Rainy,Truck,Medium,Weekday,66,52.89,2327.04,337.01
8643,59,33,3094,Highway,Sunny,Truck,Medium,Weekday,86,58.38,3444.69,543.18
8644,45,7,1701,Urban,Sunny,Truck,Medium,Weekend,84,30.8,1385.88,266.78
8645,53,26,2883,Urban,Rainy,Truck,Low,Weekday,93,27.4,1452.31,261.63
8646,38,14,2133,Suburban,Snowy,Truck,Medium,Weekend,78,34.64,1316.28,212.32
8647,33,15,2165,Urban,Sunny,Truck,High,Weekday,86,23.0,758.96,141.28
8648,44,20,2413,Suburban,Rainy,Truck,Medium,Weekend,77,39.43,1735.07,285.95
8649,54,21,2614,Urban,Sunny,Truck,High,Weekend,92,23.43,1265.08,218.99
8650,41,16,2313,Urban,Sunny,Truck,Medium,Weekday,77,30.27,1241.12,249.44
8651,52,14,2143,Suburban,Rainy,Truck,Low,Weekday,69,38.62,2008.13,366.55
8652,32,10,1946,Urban,Sunny,Truck,High,Weekday,89,24.14,772.46,138.71
8653,52,26,2755,Urban,Rainy,Truck,Low,Weekday,62,27.86,1448.89,262.85
8654,43,24,2643,Urban,Sunny,Truck,Low,Weekday,83,30.48,1310.77,259.01
8655,46,23,2645,Suburban,Rainy,Truck,Medium,Weekday,82,39.61,1821.97,302.34
8656,48,10,1909,Urban,Rainy,Truck,High,Weekday,76,20.27,972.88,171.73
8657,35,12,1964,Urban,Rainy,Truck,Medium,Weekend,67,25.05,876.64,155.15
8658,33,8,1721,Highway,Sunny,Truck,High,Weekday,93,45.87,1513.84,225.06
8659,36,7,1945,Urban,Sunny,Truck,Medium,Weekday,72,30.09,1083.08,216.58
8660,59,12,2120,Highway,Rainy,Truck,High,Weekday,70,39.58,2334.97,368.22
8661,48,8,1866,Suburban,Snowy,Truck,High,Weekday,64,28.19,1353.04,229.84
8662,46,24,2678,Urban,Sunny,Truck,Medium,Weekday,82,29.21,1343.86,235.3
8663,54,12,2109,Highway,Sunny,Truck,High,Weekday,90,48.42,2614.49,392.69
8664,45,11,1963,Highway,Rainy,Truck,Medium,Weekend,72,51.3,2308.43,334.18
8665,44,25,2786,Highway,Sunny,Truck,Medium,Weekday,80,59.02,2596.92,362.75
8666,51,13,2048,Highway,Sunny,Truck,High,Weekday,72,49.69,2534.19,374.68
8667,37,5,1733,Suburban,Rainy,Truck,High,Weekday,84,29.63,1096.34,192.86
8668,48,12,2082,Suburban,Sunny,Truck,Medium,Weekend,78,46.43,2228.48,400.27
8669,37,9,2005,Suburban,Rainy,Truck,Medium,Weekday,69,37.13,1373.85,254.39
8670,47,8,1799,Suburban,Sunny,Truck,High,Weekend,63,34.34,1614.02,287.66
8671,57,13,2104,Urban,Sunny,Truck,Medium,Weekday,89,31.33,1785.9,346.73
8672,45,15,2232,Suburban,Rainy,Truck,High,Weekend,78,31.02,1395.91,243.88
8673,49,10,1932,Suburban,Sunny,Truck,High,Weekend,68,36.47,1787.02,288.21
8674,48,16,2346,Suburban,Sunny,Truck,Low,Weekday,81,46.14,2214.71,396.88
8675,39,16,2237,Suburban,Rainy,Truck,High,Weekday,71,29.5,1150.34,194.23
8676,46,13,2142,Urban,Sunny,Truck,High,Weekday,77,24.49,1126.75,231.59
8677,42,23,2586,Highway,Sunny,Truck,Low,Weekday,98,63.12,2650.96,421.81
8678,42,12,2140,Urban,Sunny,Truck,Medium,Weekend,85,29.45,1237.06,252.24
8679,36,9,1943,Urban,Sunny,Truck,High,Weekend,63,23.56,848.17,150.75
8680,56,28,2972,Urban,Sunny,Truck,Low,Weekday,92,32.73,1832.66,349.57
